CPU: ID 0x206a7, Processor Type 0x0, Family 0x6, Model 0x2a, Stepping 0x7
Northbridge: 8086:0104 (2nd generation (Sandy Bridge family) Core Processor (Mobile))
Southbridge: 8086:1c49 (HM65)
IGD: 8086:0126 (Intel(R) HD 3000 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0x39e3eddf (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x80884c20 (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x86bde7de (GP_IO_SEL)
gpiobase+0x0004: 0xf6ff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0x70428921 (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0xe1f7f7de (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0xe309f6de (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00000000 (GPO_BLINK)
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DEFAULT
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DIFF
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0010     (GPI_NMI_EN)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN) DEFAULT
gpiobase+0x0028: 0x0010     (GPI_NMI_EN) DIFF
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00006cca (GPI_INV)
gpiobase+0x002c: 0x00000000 (GPI_INV) DEFAULT
gpiobase+0x002c: 0x00006cca (GPI_INV) DIFF
gpiobase+0x0030: 0x32ff50fe (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300fe (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x30fc5000 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x0dddffc4 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x128a0030 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfffcefc4 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x5b56efc3 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000007f0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000030 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x000007c0 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000820 (GP_IO_SEL3)
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3) DEFAULT
gpiobase+0x0044: 0x000007d0 (GP_IO_SEL3) DIFF
gpiobase+0x0048: 0x00000eff (GPIO_LVL3)
gpiobase+0x0048: 0x000000c0 (GPIO_LVL3) DEFAULT
gpiobase+0x0048: 0x00000e3f (GPIO_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x41000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x40000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
pmbase+0x0040: 0x0000     (RESERVED)
pmbase+0x0042: 0x00       (GPE_CNTL)
pmbase+0x0043: 0x00       (RESERVED)
pmbase+0x0044: 0x1360     (DEVACT_STS)
pmbase+0x0046: 0x0000     (RESERVED)
pmbase+0x0048: 0x00000000 (RESERVED)
pmbase+0x004c: 0x00000000 (RESERVED)
pmbase+0x0050: 0x00       (PM2_CNT)
pmbase+0x0051: 0x00       (RESERVED)
pmbase+0x0052: 0x0000     (RESERVED)
pmbase+0x0054: 0x00002000 (RESERVED)
pmbase+0x0058: 0x00000000 (RESERVED)
pmbase+0x005c: 0x00000000 (RESERVED)
pmbase+0x0060: 0x0004     (TCO_RLD)
pmbase+0x0062: 0x00       (TCO_DAT_IN)
pmbase+0x0063: 0x00       (TCO_DAT_OUT)
pmbase+0x0064: 0x0000     (TCO1_STS)
pmbase+0x0066: 0x0001     (TCO2_STS)
pmbase+0x0068: 0x1800     (TCO1_CNT)
pmbase+0x006a: 0x0008     (TCO2_CNT)
pmbase+0x006c: 0x0000     (TCO_MESSAGE)
pmbase+0x006e: 0x00       (TCO_WDCNT)
pmbase+0x006f: 0x00       (RESERVED)
pmbase+0x0070: 0x03       (SW_IRQ_GEN)
pmbase+0x0071: 0x00       (RESERVED)
pmbase+0x0072: 0x0032     (TCO_TMR)
pmbase+0x0074: 0x00000000 (RESERVED)
pmbase+0x0078: 0x00000000 (RESERVED)
pmbase+0x007c: 0x00000000 (RESERVED)



========== LPC/eSPI =========

Error: Dumping LPC/eSPI on this southbridge is not (yet) supported.



============= MCHBAR ============

MCHBAR = 0xfed10000 (MEM)

0x0004: 0x00000b50
0x0008: 0x00000006
0x000c: 0x000b49b7
0x0010: 0x01e12102
0x0014: 0x01e11f02
0x0020: 0x0001902c
0x0024: 0x00018f2a
0x0030: 0x000000ff
0x0034: 0x00000e0b
0x010c: 0x000b49b7
0x0130: 0x000000ff
0x0134: 0x00000e0b
0x0204: 0x00000b50
0x0208: 0x00000006
0x020c: 0x000b49b7
0x0210: 0x01c02478
0x0214: 0x01f02236
0x0220: 0x00018925
0x0224: 0x00018824
0x0230: 0x000000ff
0x0234: 0x00000e0b
0x030c: 0x000b49b7
0x0330: 0x000000ff
0x0334: 0x00000e0b
0x0404: 0xffffffff
0x0408: 0x0000ffff
0x040c: 0x000b49b7
0x0410: 0x01c1221a
0x0414: 0x01d12112
0x0420: 0x0009a502
0x0424: 0x0009a200
0x0430: 0x000000ff
0x0434: 0x00000e0b
0x050c: 0x000b49b7
0x0530: 0x000000ff
0x0534: 0x00000e0b
0x0604: 0xffffffff
0x0608: 0x0000ffff
0x060c: 0x000b49b7
0x0610: 0x01d02419
0x0614: 0x01f02216
0x0620: 0x0009300c
0x0624: 0x00092d0a
0x0630: 0x000000ff
0x0634: 0x00000e0b
0x070c: 0x000b49b7
0x0730: 0x000000ff
0x0734: 0x00000e0b
0x080c: 0x000b49b7
0x0830: 0x000000ff
0x0834: 0x00000e0b
0x090c: 0x000b49b7
0x0930: 0x000000ff
0x0934: 0x00000e0b
0x0a00: 0x00000003
0x0a04: 0x000c51a5
0x0a08: 0x000c51a5
0x0a0c: 0x01fe4004
0x0a10: 0x00003fff
0x0b04: 0x000c51a5
0x0b08: 0x000c51a5
0x0b0c: 0x01fc8fc0
0x0b10: 0x00003fff
0x0c00: 0x00000003
0x0c04: 0x000d59ac
0x0c14: 0x0324928a
0x0c1c: 0x000002ff
0x0c20: 0x0000ffff
0x0c34: 0x0000110e
0x0d04: 0x000d59ac
0x0d14: 0x001c71c7
0x0d1c: 0x000002ff
0x0d20: 0x0000ffff
0x0d34: 0x0000110e
0x0e00: 0x00000003
0x0e04: 0x000c51a5
0x0e08: 0x000c51a5
0x0e0c: 0x01fe4004
0x0e10: 0x00003fff
0x0f04: 0x000c51a5
0x0f08: 0x000c51a5
0x0f0c: 0x01fc8fc0
0x0f10: 0x00003fff
0x1004: 0xffffffff
0x100c: 0x000b49b7
0x1010: 0x01f22225
0x1014: 0x01b22420
0x1020: 0x000a3816
0x1024: 0x000a3714
0x1030: 0x000000ff
0x1034: 0x00000e0b
0x110c: 0x000b49b7
0x1130: 0x000000ff
0x1134: 0x00000e0b
0x1204: 0xffffffff
0x1208: 0x0000ffff
0x120c: 0x000b49b7
0x1210: 0x0221252d
0x1214: 0x02312423
0x1220: 0x0009bb16
0x1224: 0x0009ba15
0x1230: 0x000000ff
0x1234: 0x00000e0b
0x130c: 0x000b49b7
0x1330: 0x000000ff
0x1334: 0x00000e0b
0x1404: 0xffffffff
0x140c: 0x000b49b7
0x1410: 0x01c2220d
0x1414: 0x01e22109
0x1420: 0x00021d3a
0x1424: 0x00021b39
0x1430: 0x000000ff
0x1434: 0x00000e0b
0x150c: 0x000b49b7
0x1530: 0x000000ff
0x1534: 0x00000e0b
0x1604: 0xffffffff
0x160c: 0x000b49b7
0x1610: 0x02322106
0x1614: 0x02022604
0x1620: 0x00020822
0x1624: 0x00020822
0x1630: 0x000000ff
0x1634: 0x00000e0b
0x170c: 0x000b49b7
0x1730: 0x000000ff
0x1734: 0x00000e0b
0x1810: 0x0c324324
0x1814: 0x0ca57a4c
0x1818: 0x00000400
0x1910: 0x0c324324
0x1914: 0x0ca57a4c
0x1918: 0x00000400
0x4000: 0x00187999
0x4004: 0x0a145454
0x4008: 0x0a022220
0x400c: 0x00005690
0x4020: 0x00100005
0x4024: 0x20202222
0x4028: 0x000e0022
0x4034: 0x0001628d
0x4038: 0x92f51d89
0x403c: 0xa3562e26
0x40a8: 0x01000040
0x40ac: 0x00000040
0x40b0: 0x00000640
0x40b4: 0xffffffff
0x40b8: 0x00040000
0x4200: 0x00060002
0x4204: 0x00060400
0x4208: 0x01000320
0x420c: 0x01060400
0x4214: 0x00000288
0x4218: 0x00000242
0x421c: 0x00000240
0x4220: 0x00000007
0x4224: 0x0001f003
0x4228: 0x0001f105
0x422c: 0x0001f002
0x4230: 0x000f1001
0x4234: 0x01901001
0x4238: 0x04281064
0x423c: 0x00280c01
0x4244: 0x000407e3
0x4248: 0x000407e3
0x4270: 0x9439e0c8
0x4274: 0xaf17bd59
0x4284: 0x00040000
0x428c: 0x00000044
0x4290: 0x00004080
0x4294: 0x0001980f
0x4298: 0x5a6b144f
0x429c: 0x00000210
0x42a0: 0x00001003
0x42a4: 0x41907200
0x4380: 0x00000aaa
0x4384: 0x00ff7eff
0x4388: 0x5f7003ff
0x438c: 0x551d1519
0x4400: 0x00146666
0x4404: 0x86104344
0x440c: 0x0000596a
0x4420: 0x00100005
0x4424: 0x20202020
0x4428: 0x000e0000
0x4434: 0x00001a4f
0x4438: 0x524f13f1
0x443c: 0x593e7c59
0x44a8: 0x01000040
0x44ac: 0x00000040
0x44b0: 0x00000640
0x44b4: 0xffffffff
0x44b8: 0x00040000
0x4600: 0x00060002
0x4604: 0x00060400
0x4614: 0x00000288
0x4620: 0x00000007
0x4624: 0x0001f003
0x4630: 0x000f1001
0x4634: 0x01901001
0x468c: 0x00000044
0x4690: 0x00004080
0x4694: 0x0000980f
0x4698: 0x46b41004
0x46a4: 0x0100b200
0x4780: 0x00000aaa
0x4788: 0x5f7003ff
0x478c: 0x551d1519
0x4c00: 0x00187999
0x4c04: 0x0a145454
0x4c08: 0x0a022220
0x4c0c: 0x00005690
0x4c20: 0x00100005
0x4c24: 0x20202222
0x4c28: 0x000e0022
0x4c34: 0x0001628d
0x4c38: 0x92f51d89
0x4c3c: 0xa3562e26
0x4ca8: 0x01000040
0x4cac: 0x00000040
0x4cb0: 0x00000640
0x4cb4: 0xffffffff
0x4cb8: 0x00040000
0x4e00: 0x00060002
0x4e04: 0x00060400
0x4e08: 0x01000320
0x4e0c: 0x01060400
0x4e14: 0x00000288
0x4e18: 0x00000242
0x4e1c: 0x00000240
0x4e20: 0x00000007
0x4e24: 0x0001f003
0x4e28: 0x0001f105
0x4e2c: 0x0001f002
0x4e30: 0x000f1001
0x4e34: 0x01901001
0x4e38: 0x04281064
0x4e3c: 0x00280c01
0x4e44: 0x000407e3
0x4e48: 0x000407e3
0x4e70: 0x943b2f30
0x4e74: 0xaf1833a9
0x4e84: 0x00040000
0x4e8c: 0x00000044
0x4e90: 0x00004080
0x4e94: 0x0001980f
0x4e98: 0x5a6b144f
0x4e9c: 0x00000210
0x4ea0: 0x00001003
0x4ea4: 0x41907200
0x4f80: 0x00000aaa
0x4f84: 0x00ff7eff
0x4f88: 0x5f7003ff
0x4f8c: 0x551d1519
0x5000: 0x00000024
0x5004: 0x00620010
0x5008: 0x00600000
0x500c: 0x00600000
0x5020: 0x00000006
0x5030: 0x0000019f
0x5034: 0x01010101
0x5040: 0x12050a2d
0x5044: 0x410776d0
0x5048: 0x889bf7fc
0x5050: 0xc14c1be0
0x5054: 0x1ca4f026
0x5058: 0x3929b9aa
0x5060: 0x000100ff
0x5064: 0x000330f0
0x5074: 0x00000010
0x5080: 0x00002016
0x5084: 0x0001044c
0x5094: 0xffffffff
0x50fc: 0x0000008f
0x541c: 0x30000000
0x5500: 0x00100001
0x5880: 0xca9171e7
0x5888: 0x00e4dad0
0x5890: 0x00a2434c
0x5924: 0x00000010
0x5928: 0x02ffb65a
0x592c: 0x00234686
0x5930: 0x00c00118
0x5934: 0x001001c0
0x5938: 0x000a1003
0x593c: 0x08e6b9c0
0x5940: 0x014b6d84
0x5944: 0x0003a21e
0x5948: 0x00000d00
0x5954: 0x00100000
0x5958: 0x60011900
0x595c: 0x00000800
0x5960: 0x03359e65
0x5964: 0xe2d77f13
0x5968: 0xdc11667f
0x596c: 0x131f285b
0x5970: 0x0f145bde
0x5974: 0x0f145bdc
0x5978: 0x0000002b
0x597c: 0x0000002b
0x5980: 0x0000002a
0x5984: 0x4a4abf17
0x5990: 0x000000ff
0x5994: 0x000000ff
0x5998: 0x000d0d1a
0x599c: 0x01640e00
0x59b0: 0x80000380
0x59b4: 0x18141494
0x59b8: 0x80000118
0x59bc: 0x18141494
0x59c0: 0x883a0000
0x5d10: 0x16040307
0x5d14: 0x80000000
0x5d20: 0x00000005
0x5da8: 0x00000001
0x5e00: 0x00000005
0x5e04: 0x00000005
0x5efc: 0xffff0000
0x5f00: 0x80002707
0x5f04: 0x1800001a
0x5f08: 0x0000001a
0x5f0c: 0x1800001a
0x5f10: 0x32039020
0x5f14: 0x801db100
0x5f18: 0x1b016000
0x6000: 0x00000004
0x6008: 0x800000d8
0x6010: 0xfff00000
0x6014: 0x0000007f
0x6020: 0x00000001
0x6030: 0x000700b0
0x6034: 0x000700b0
0x6200: 0x88390000
0x63fc: 0x00000001
0x6410: 0x00000f00
0x6430: 0x00fac688
0x6434: 0x00fac688
0x6440: 0x00863000
0x6444: 0x106dc000
0x6800: 0x80000044
0x7000: 0x80444444
0x7010: 0x00000001
0x7400: 0x09249249
0x7404: 0x00120249
0x7408: 0x01ffffff
0x740c: 0xb124f851
0x7410: 0x00000017
0x7500: 0x000f0000
0x7504: 0x000000b0
0x77fc: 0x00000001
0x7800: 0x00444444
0x7804: 0x00004444
0x7ffc: 0x00000001
 .tCK = TCK_MHZ666,
.rankmap = { 0x3, 0x0 },
.mad_dimm = { 0x620010, 0x600000 },
.mobile = 0,
.CAS = 9 /* 9 clocks = 13.500 ns */,
.tWR = 10 /* 10 clocks = 15.000 ns */,
.reg_4004_b30 = { 0, 0 },
.tFAW = 20 /* 20 clocks = 30.000 ns */,
.tWTR = 5 /* 5 clocks = 7.500 ns */,
.tCKE = 4 /* 4 clocks = 6.000 ns */,
.tRTP = 5 /* 5 clocks = 7.500 ns */,
.tRRD = 4 /* 4 clocks = 6.000 ns */,
.tRAS = 24 /* 24 clocks = 36.000 ns */,
.tCWL = 7 /* 7 clocks = 10.500 ns */,
.tRP = 9 /* 9 clocks = 13.500 ns */,
.tRCD = 9 /* 9 clocks = 13.500 ns */,
.tXPDLL = 16 /* 16 clocks = 24.000 ns */,
.tXP = 4 /* 4 clocks = 6.000 ns */,
.tAONPD = 86 /* 86 clocks = 129.000 ns */,
.tREFI = 5199 /* 5199 clocks = 7798.500 ns */,
.tRFC = 107 /* 107 clocks = 160.500 ns */,
.tMOD = 12 /* 12 clocks = 18.000 ns */,
.tXSOffset = 112 /* 112 clocks = 168.000 ns */,
/* tXSOffset mismatch: 112, 7 */
.reg5064b0 = 0xf0,
/* mismatch 0x330f0000, 0x73.  */
.channel_size_mb = { ?, 0 },
/* CH0S0: 4096 MiB  */
/* SPD matching current mode:  */
/* CH0S0  */
00: 92 11 0b 03 03 00 00 09 03 52 01 08 0c 00 20 00 
10: 6c 78 6c 30 6c 11 20 81 04 05 3c 3c 00 f0 00 00 
20: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
30: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 65 00 
40: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
50: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
60: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
70: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6b 75 
80: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
90: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 




============= EPBAR =============

EPBAR = 0xfed19000 (MEM)

0x0000: 0x04010002
0x0004: 0x00000001
0x0010: 0x00000001
0x0014: 0x80000001
0x001c: 0x00008001
0x0020: 0x81000002
0x0040: 0x00010005
0x0044: 0x00010501
0x0050: 0x01010001
0x0058: 0xfed18000
0x0060: 0x02000002
0x0070: 0x03000002
0x0080: 0x04000002
0x0090: 0x05000002



============= DMIBAR ============

DMIBAR = 0xfed18000 (MEM)

dmibase+0x0000: 0x04010002 (DMI VCECH)
dmibase+0x0004: 0x00000001 (DMI PVCCAP1)
dmibase+0x0008: 0x00000000 (DMI PVVAP2)
dmibase+0x000c: 0x0000     (DMI PVCCTL)
dmibase+0x0010: 0x00000001 (DMI VC0RCAP)
dmibase+0x0014: 0x80000019 (DMI VC0RCTL)
dmibase+0x001a: 0x0000     (DMI VC0RSTS)
dmibase+0x001c: 0x00008001 (DMI VC1RCAP)
dmibase+0x0020: 0x81000022 (DMI VC1RCTL)
dmibase+0x0026: 0x0000     (DMI VC1RSTS)
dmibase+0x0028: 0x00000001 (DMI VCPRCAP)
dmibase+0x002c: 0x82000044 (DMI VCPRCTL)
dmibase+0x0032: 0x0000     (DMI VCPRSTS)
dmibase+0x0034: 0x00008000 (DMI VCMRCAP)
dmibase+0x0038: 0x87000080 (DMI VCMRCTL)
dmibase+0x003e: 0x0000     (DMI VCMRSTS)
dmibase+0x0044: 0x01010202 (DMI ESC)
dmibase+0x0050: 0x00020001 (DMI LE1D)
dmibase+0x0058: 0xfed1c000 (DMI LE1A)
dmibase+0x005c: 0x00000000 (DMI LUE1A)
dmibase+0x0060: 0x00010001 (DMI LE2D)
dmibase+0x0068: 0xfed19000 (DMI LE2A)
dmibase+0x0084: 0x00012c42 (LCAP)
dmibase+0x0088: 0x0003     (LCTL)
dmibase+0x008a: 0x0042     (LSTS)
dmibase+0x0098: 0x0002     (LCTL2)
dmibase+0x009a: 0x0000     (LSTS2)
dmibase+0x0bc0: 0xe978861c (AFE_BMUF0)
dmibase+0x0bc4: 0x0001505b (RSVD)
dmibase+0x0bc8: 0x00375af6 (RSVD)
dmibase+0x0bcc: 0x01100000 (AFE_BMUT0)


========= PCIEXBAR ========

PCIEXBAR: 0xe0000000

PCIe 00:16.0 extended config space:
0000: 86 80 3a 1c 06 04 10 00 04 00 80 07 00 00 80 00
0010: 04 40 72 d4 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 3c 10 21 16
0030: 00 00 00 00 50 00 00 00 00 00 00 00 0a 01 00 00
0040: 45 02 00 1e 08 00 01 80 06 00 00 66 f8 0f 00 10
0050: 01 8c 03 c8 08 00 00 00 00 00 00 00 00 00 00 00
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0080: 00 00 00 00 00 00 00 00 00 00 00 00 05 00 81 00
0090: 04 10 e0 fe 00 00 00 00 24 40 00 00 00 00 00 00
00a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00b0: 00 00 00 00 00 00 00 00 00 00 00 00 02 00 00 c0
00c0: d7 c8 16 4f 10 99 58 a0 83 ab ed 21 a1 ce 19 d8
00d0: ac b1 f0 30 5d 4d 38 cd 3e 06 43 a9 80 d2 83 31
00e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0100: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0110: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0120: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0130: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0140: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0150: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0160: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0170: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0180: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0190: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0200: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0210: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0220: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0230: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0240: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0250: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0260: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0270: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0280: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0290: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0300: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0310: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0320: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0330: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0340: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0350: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0360: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0370: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0380: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0390: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0400: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0410: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0420: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0430: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0440: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0450: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0460: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0470: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0480: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0490: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0500: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0510: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0520: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0530: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0540: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0550: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0560: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0570: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0580: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0590: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
05a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
05b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
05c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
05d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
05e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
05f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0600: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0610: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0620: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0630: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0640: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0650: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0660: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0670: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0680: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
